Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
barenco_tof_4,barenco_tof_4_1e-08_QuckPartitioner3_LEAP,7,9.37193775177002,8,48,8,42,34,230,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,4.25,39.875,1.0,7.375,,False,BQSkit
barenco_tof_4,barenco_tof_4_OptimizationLevel3,7,0.010356187820434001,0,48,8,42,34,121,"h, ccx","rz, cx, sx",,,,,,,,,,,3.0,False,Qiskit
gf2^10_mult,gf2^10_mult_1e-08_QuckPartitioner3_QSearch,30,81.44045042991638,109,609,36,172,347,2623,"HGate, CNOTGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,3.304761904761904,31.99047619047619,1.038095238095238,5.8,,False,BQSkit
gf2^10_mult,gf2^10_mult_1e-08_QuckPartitioner3_LEAP,30,38.5875186920166,109,609,36,172,347,2623,"HGate, CNOTGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,3.304761904761904,36.46666666666667,1.038095238095238,6.695238095238095,,False,BQSkit
gf2^10_mult,gf2^10_mult_OptimizationLevel3,30,0.047044277191162005,9,609,36,172,347,1313,"h, ccx, cx","rz, cx, sx",,,,,,,,,,,3.0,False,Qiskit
barenco_tof_5,barenco_tof_5_1e-08_QuckPartitioner3_QSearch,9,13.16650652885437,12,72,12,62,50,342,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,4.166666666666667,33.0,1.0,6.0,,False,BQSkit
barenco_tof_5,barenco_tof_5_1e-08_QuckPartitioner3_LEAP,9,9.523353576660156,12,72,12,62,50,342,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,4.166666666666667,35.916666666666664,1.0,6.583333333333333,,False,BQSkit
barenco_tof_5,barenco_tof_5_OptimizationLevel3,9,0.012664079666137001,0,72,12,62,50,178,"h, ccx","rz, cx, sx",,,,,,,,,,,3.0,False,Qiskit
mod_adder_1024,mod_adder_1024_1e-08_QuckPartitioner3_QSearch,28,210.64720463752747,295,1720,287,1336,1435,8845,"CNOTGate, HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.017482517482517,32.75174825174825,1.031468531468531,5.951048951048951,,False,BQSkit
mod_adder_1024,mod_adder_1024_1e-08_QuckPartitioner3_LEAP,28,107.09019255638123,295,1720,287,1336,1435,8845,"CNOTGate, HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.017482517482517,37.48951048951049,1.031468531468531,6.898601398601398,,False,BQSkit
mod_adder_1024,mod_adder_1024_OptimizationLevel3,28,0.252155542373657,10,1702,287,1318,1435,4082,"h, ccx, cx","rz, cx, sx",,,,,,,,,,,3.0,False,Qiskit
qft_4,qft_4_1e-08_QuckPartitioner3_QSearch,5,5.791440010070801,36,34,33,32,159,449,"SGate, SdgGate, TdgGate, CCXGate, HGate, CNOTGate, TGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,26.5,23.5,6.0,4.166666666666667,,False,BQSkit
qft_4,qft_4_1e-08_QuckPartitioner3_LEAP,5,6.283597707748413,36,35,33,33,159,466,"SGate, SdgGate, TdgGate, CCXGate, HGate, CNOTGate, TGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,26.5,26.0,6.0,4.666666666666667,,False,BQSkit
qft_4,qft_4_OptimizationLevel3,5,0.011518001556396,34,44,33,41,159,128,"h, t, cx, s, tdg, sdg, ccx","rz, cx, sx, x",,,,,,,,,,,3.0,False,Qiskit
rc_adder_6,rc_adder_6_1e-08_QuckPartitioner3_QSearch,14,8.838392496109009,38,93,16,55,90,376,"XGate, CNOTGate, HGate, CCXGate","RZGate, CNOTGate, SqrtXGate,  XGate",QuckPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,4.090909090909091,21.59090909090909,1.727272727272727,3.727272727272727,,False,BQSkit
rc_adder_6,rc_adder_6_1e-08_QuckPartitioner3_LEAP,14,8.470990180969238,38,93,16,55,90,376,"XGate, CNOTGate, HGate, CCXGate","RZGate, CNOTGate, SqrtXGate,  XGate",QuckPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,4.090909090909091,23.40909090909091,1.727272727272727,4.090909090909091,,False,BQSkit
rc_adder_6,rc_adder_6_OptimizationLevel3,14,0.01230764389038,27,81,16,52,90,212,"h, cx, ccx, x","rz, cx, sx, x",,,,,,,,,,,3.0,False,Qiskit
