Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimization,Two-Qubit Gate Depth After Optimization,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
qiskit_dtc_8_3.2022_32022,qiskit_dtc_8_3.2022_32022_OptimizationLevel3,8,0.009233236312866001,14,14,4,4,23,68,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_13_5.383_53830,qiskit_dtc_13_5.383_53830_1e-08_ScanPartitioner3_QSearch,13,3.506104707717895,24,24,4,4,62,114,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.333333333333333,23.0,2.0,4.0,,False,BQSkit
qiskit_dtc_13_5.383_53830,qiskit_dtc_13_5.383_53830_1e-08_ScanPartitioner3_LEAP,13,-6.153284072875977,24,24,4,4,62,114,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.333333333333333,23.833333333333332,2.0,4.166666666666667,,False,BQSkit
qiskit_dtc_13_5.383_53830,qiskit_dtc_13_5.383_53830_OptimizationLevel3,13,0.010830879211425,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_49_6.5752_65752,qiskit_dtc_49_6.5752_65752_1e-08_ScanPartitioner3_QSearch,49,4.872138500213623,96,96,4,4,242,438,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.083333333333333,23.0,2.0,4.0,,False,BQSkit
qiskit_dtc_49_6.5752_65752,qiskit_dtc_49_6.5752_65752_1e-08_ScanPartitioner3_LEAP,49,4.4396772384643555,96,96,4,4,242,438,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.083333333333333,23.625,2.0,4.125,,False,BQSkit
qiskit_dtc_49_6.5752_65752,qiskit_dtc_49_6.5752_65752_OptimizationLevel3,49,0.021891355514526003,96,96,4,4,146,437,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_20_2.1985_21985,qiskit_dtc_20_2.1985_21985_1e-08_ScanPartitioner3_QSearch,20,3.679971218109131,38,38,4,4,97,177,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.9,22.0,1.9,3.8,,False,BQSkit
qiskit_dtc_20_2.1985_21985,qiskit_dtc_20_2.1985_21985_1e-08_ScanPartitioner3_LEAP,20,3.07893967628479,38,38,4,4,97,177,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.9,22.5,1.9,3.9,,False,BQSkit
qiskit_dtc_20_2.1985_21985,qiskit_dtc_20_2.1985_21985_OptimizationLevel3,20,0.01162576675415,38,38,4,4,59,176,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_44_7.1587_71587,qiskit_dtc_44_7.1587_71587_1e-08_ScanPartitioner3_QSearch,44,3.882009506225586,86,86,4,4,217,393,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.954545454545454,22.545454545454547,1.9545454545454541,3.909090909090909,,False,BQSkit
qiskit_dtc_44_7.1587_71587,qiskit_dtc_44_7.1587_71587_1e-08_ScanPartitioner3_LEAP,44,4.241490125656128,86,86,4,4,217,393,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.954545454545454,23.227272727272727,1.9545454545454541,4.045454545454546,,False,BQSkit
qiskit_dtc_44_7.1587_71587,qiskit_dtc_44_7.1587_71587_OptimizationLevel3,44,0.018191099166870003,86,86,4,4,131,392,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_16_4.6169_46169,qiskit_dtc_16_4.6169_46169_1e-08_ScanPartitioner3_QSearch,16,3.5226657390594482,30,30,4,4,77,141,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.875,21.75,1.875,3.75,,False,BQSkit
qiskit_dtc_16_4.6169_46169,qiskit_dtc_16_4.6169_46169_1e-08_ScanPartitioner3_LEAP,16,3.304960489273071,30,30,4,4,77,141,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.875,22.375,1.875,3.875,,False,BQSkit
qiskit_dtc_16_4.6169_46169,qiskit_dtc_16_4.6169_46169_OptimizationLevel3,16,0.010882139205932001,30,30,4,4,47,140,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_31_4.9747_49747,qiskit_dtc_31_4.9747_49747_1e-08_ScanPartitioner3_QSearch,31,3.94288682937622,60,60,4,4,152,276,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.133333333333334,23.0,2.0,4.0,,False,BQSkit
qiskit_dtc_31_4.9747_49747,qiskit_dtc_31_4.9747_49747_1e-08_ScanPartitioner3_LEAP,31,4.482200622558594,60,60,4,4,152,276,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.133333333333334,23.333333333333332,2.0,4.066666666666666,,False,BQSkit
qiskit_dtc_31_4.9747_49747,qiskit_dtc_31_4.9747_49747_OptimizationLevel3,31,0.016373157501220002,60,60,4,4,92,275,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_42_7.8071_78071,qiskit_dtc_42_7.8071_78071_1e-08_ScanPartitioner3_QSearch,42,4.461261749267578,82,82,4,4,207,375,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.9523809523809526,23.0,1.952380952380952,4.0,,False,BQSkit
qiskit_dtc_42_7.8071_78071,qiskit_dtc_42_7.8071_78071_1e-08_ScanPartitioner3_LEAP,42,4.2416346073150635,82,82,4,4,207,375,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.9523809523809526,23.476190476190474,1.952380952380952,4.095238095238095,,False,BQSkit
qiskit_dtc_42_7.8071_78071,qiskit_dtc_42_7.8071_78071_OptimizationLevel3,42,0.019727468490600003,82,82,4,4,125,374,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_8_8.5774_85774,qiskit_dtc_8_8.5774_85774_1e-08_ScanPartitioner3_QSearch,8,3.634363174438476,14,14,4,4,37,69,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.75,20.5,1.75,3.5,,False,BQSkit
qiskit_dtc_8_8.5774_85774,qiskit_dtc_8_8.5774_85774_1e-08_ScanPartitioner3_LEAP,8,3.891195774078369,14,14,4,4,37,69,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.75,20.5,1.75,3.5,,False,BQSkit
qiskit_dtc_8_8.5774_85774,qiskit_dtc_8_8.5774_85774_OptimizationLevel3,8,0.009765148162841,14,14,4,4,23,68,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_11_9.5547_95547,qiskit_dtc_11_9.5547_95547_1e-08_ScanPartitioner3_QSearch,11,3.704392194747925,20,20,4,4,52,96,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.4,23.0,2.0,4.0,,False,BQSkit
qiskit_dtc_11_9.5547_95547,qiskit_dtc_11_9.5547_95547_1e-08_ScanPartitioner3_LEAP,11,3.95309829711914,20,20,4,4,52,96,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.4,24.0,2.0,4.2,,False,BQSkit
qiskit_dtc_11_9.5547_95547,qiskit_dtc_11_9.5547_95547_OptimizationLevel3,11,0.010592937469482,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_39_3.7465_37465,qiskit_dtc_39_3.7465_37465_1e-08_ScanPartitioner3_QSearch,39,4.2632410526275635,76,76,4,4,192,348,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.105263157894737,23.263157894736842,2.0,4.052631578947368,,False,BQSkit
qiskit_dtc_39_3.7465_37465,qiskit_dtc_39_3.7465_37465_1e-08_ScanPartitioner3_LEAP,39,3.788643360137939,76,76,4,4,192,348,"RXGate, CNOTGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.105263157894737,23.526315789473685,2.0,4.105263157894737,,False,BQSkit
qiskit_dtc_39_3.7465_37465,qiskit_dtc_39_3.7465_37465_OptimizationLevel3,39,0.017535209655761,76,76,4,4,116,347,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
qiskit_dtc_17_4.0394_40394,qiskit_dtc_17_4.0394_40394_1e-08_ScanPartitioner3_QSearch,17,3.769743919372558,32,32,4,4,82,150,"RXGate, RZZGate, RZGate","SqrtXGate, CNOTGate,  RZGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.25,23.0,2.0,4.0,,False,BQSkit
