Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimization,Two-Qubit Gate Depth After Optimization,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
adder_8,adder_8_1e-08_QuckPartitioner3_QSearch,24,40.7456727,409,409,139,139,330,1744,"XGate, CNOTGate, HGate, CCXGate","RZGate, CNOTGate, SqrtXGate,  XGate",QuckPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,3.473684211,23.46315789,1.305263158,4.136842105,,FALSE,BQSkit
adder_8,adder_8_1e-08_QuckPartitioner3_LEAP,24,22.66245246,409,409,139,139,330,1744,"XGate, CNOTGate, HGate, CCXGate","RZGate, CNOTGate, SqrtXGate,  XGate",QuckPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,3.473684211,26.98947368,1.305263158,4.842105263,,FALSE,BQSkit
adder_8,adder_8_OptimizationLevel3,24,0.04588627815,409,385,139,135,330,1011,"h, cx, ccx, x","rz, cx, sx, x",,,,,,,,,,,3,FALSE,Qiskit
barenco_tof_10,barenco_tof_10_1e-08_QuckPartitioner3_QSearch,19,28.48839617,192,192,162,162,130,902,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,4.0625,33,1,6,,FALSE,BQSkit
barenco_tof_10,barenco_tof_10_1e-08_QuckPartitioner3_LEAP,19,15.5106082,192,192,162,162,130,902,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,4.0625,37.21875,1,6.84375,,FALSE,BQSkit
barenco_tof_10,barenco_tof_10_OptimizationLevel3,19,0.01963710785,192,192,162,162,130,463,"h, ccx","rz, cx, sx",,,,,,,,,,,3,FALSE,Qiskit
barenco_tof_3,barenco_tof_3_1e-08_QuckPartitioner3_QSearch,5,11.14349747,24,24,22,22,20,124,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5,33,1,6,,FALSE,BQSkit
barenco_tof_3,barenco_tof_3_1e-08_QuckPartitioner3_LEAP,5,8.468620539,24,24,22,22,20,124,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5,40.5,1,7.5,,FALSE,BQSkit
barenco_tof_3,barenco_tof_3_OptimizationLevel3,5,0.009318351746,24,24,22,22,20,64,"h, ccx","rz, cx, sx",,,,,,,,,,,3,FALSE,Qiskit
barenco_tof_4,barenco_tof_4_1e-08_QuckPartitioner3_QSearch,7,16.0718472,48,48,42,42,34,230,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,4.25,33,1,6,,FALSE,BQSkit
barenco_tof_4,barenco_tof_4_1e-08_QuckPartitioner3_LEAP,7,9.371937752,48,48,42,42,34,230,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,4.25,39.875,1,7.375,,FALSE,BQSkit
barenco_tof_4,barenco_tof_4_OptimizationLevel3,7,0.01035618782,48,48,42,42,34,121,"h, ccx","rz, cx, sx",,,,,,,,,,,3,FALSE,Qiskit
barenco_tof_5,barenco_tof_5_1e-08_QuckPartitioner3_QSearch,9,13.16650653,72,72,62,62,50,342,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,4.166666667,33,1,6,,FALSE,BQSkit
barenco_tof_5,barenco_tof_5_1e-08_QuckPartitioner3_LEAP,9,9.523353577,72,72,62,62,50,342,"HGate, CCXGate","SqrtXGate, CNOTGate,  RZGate",QuckPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,4.166666667,35.91666667,1,6.583333333,,FALSE,BQSkit
barenco_tof_5,barenco_tof_5_OptimizationLevel3,9,0.01266407967,72,72,62,62,50,178,"h, ccx","rz, cx, sx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_10,bqskit_bv_all_ones_10_1e-08_ScanPartitioner3_QSearch,10,2.651493788,9,9,9,9,39,67,"CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.8,11.8,1.8,1.8,,FALSE,BQSkit
bqskit_bv_all_ones_10,bqskit_bv_all_ones_10_1e-08_ScanPartitioner3_LEAP,10,2.75073123,9,9,9,9,39,67,"CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.8,12.8,1.8,2,,FALSE,BQSkit
bqskit_bv_all_ones_10,bqskit_bv_all_ones_10_OptimizationLevel3,10,0.0305056572,9,9,10,9,39,67,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_11,bqskit_bv_all_ones_11_1e-08_ScanPartitioner3_QSearch,11,2.731578827,10,10,10,10,43,74,"measurement, measurement, CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.4,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_11,bqskit_bv_all_ones_11_1e-08_ScanPartitioner3_LEAP,11,2.675334215,10,10,10,10,43,74,"measurement, measurement, CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.4,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_11,bqskit_bv_all_ones_11_OptimizationLevel3,11,0.03509473801,10,10,11,10,43,73,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_12,bqskit_bv_all_ones_12_1e-08_ScanPartitioner3_QSearch,12,2.821864367,11,11,11,11,47,81,"measurement, measurement, HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.833333333,12,1.833333333,1.833333333,,FALSE,BQSkit
bqskit_bv_all_ones_12,bqskit_bv_all_ones_12_1e-08_ScanPartitioner3_LEAP,12,2.622757912,11,11,11,11,47,81,"measurement, measurement, HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.833333333,12,1.833333333,1.833333333,,FALSE,BQSkit
bqskit_bv_all_ones_12,bqskit_bv_all_ones_12_OptimizationLevel3,12,0.03516626358,11,11,12,11,47,79,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_13,bqskit_bv_all_ones_13_1e-08_ScanPartitioner3_QSearch,13,2.876138687,12,12,12,12,51,88,"CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.333333333,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_13,bqskit_bv_all_ones_13_1e-08_ScanPartitioner3_LEAP,13,2.687613249,12,12,12,12,51,88,"CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.333333333,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_13,bqskit_bv_all_ones_13_OptimizationLevel3,13,0.03867959976,12,12,13,12,51,85,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_14,bqskit_bv_all_ones_14_1e-08_ScanPartitioner3_QSearch,14,2.788475513,13,13,13,13,55,95,"CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.857142857,12.14285714,1.857142857,1.857142857,,FALSE,BQSkit
bqskit_bv_all_ones_14,bqskit_bv_all_ones_14_1e-08_ScanPartitioner3_LEAP,14,2.697751045,13,13,13,13,55,95,"CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.857142857,12.14285714,1.857142857,1.857142857,,FALSE,BQSkit
bqskit_bv_all_ones_14,bqskit_bv_all_ones_14_OptimizationLevel3,14,0.04310178757,13,13,14,13,55,91,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_15,bqskit_bv_all_ones_15_1e-08_ScanPartitioner3_QSearch,15,2.703652382,14,14,14,14,59,102,"measurement, measurement, measurement, measurement, CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.285714286,13.71428571,2,2.142857143,,FALSE,BQSkit
bqskit_bv_all_ones_15,bqskit_bv_all_ones_15_1e-08_ScanPartitioner3_LEAP,15,2.704294443,14,14,14,14,59,102,"measurement, measurement, measurement, measurement, CNOTGate, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.285714286,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_15,bqskit_bv_all_ones_15_OptimizationLevel3,15,0.0448782444,14,14,15,14,59,97,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_16,bqskit_bv_all_ones_16_1e-08_ScanPartitioner3_QSearch,16,2.83860898,15,15,15,15,63,109,"measurement, measurement, measurement, HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.875,12.25,1.875,1.875,,FALSE,BQSkit
bqskit_bv_all_ones_16,bqskit_bv_all_ones_16_1e-08_ScanPartitioner3_LEAP,16,2.717509747,15,15,15,15,63,109,"measurement, measurement, measurement, HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.875,12.25,1.875,1.875,,FALSE,BQSkit
bqskit_bv_all_ones_16,bqskit_bv_all_ones_16_OptimizationLevel3,16,0.04681706429,15,15,16,15,63,103,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_17,bqskit_bv_all_ones_17_1e-08_ScanPartitioner3_QSearch,17,1.339687109,16,16,16,16,67,116,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.25,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_17,bqskit_bv_all_ones_17_1e-08_ScanPartitioner3_LEAP,17,2.812617064,16,16,16,16,67,116,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.25,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_17,bqskit_bv_all_ones_17_OptimizationLevel3,17,0.05212259293,16,16,17,16,67,109,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_18,bqskit_bv_all_ones_18_1e-08_ScanPartitioner3_QSearch,18,2.844863892,17,17,17,17,71,123,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.888888889,12.33333333,1.888888889,1.888888889,,FALSE,BQSkit
bqskit_bv_all_ones_18,bqskit_bv_all_ones_18_1e-08_ScanPartitioner3_LEAP,18,2.806667805,17,17,17,17,71,123,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.888888889,12.33333333,1.888888889,1.888888889,,FALSE,BQSkit
bqskit_bv_all_ones_18,bqskit_bv_all_ones_18_OptimizationLevel3,18,0.1205711365,17,17,18,17,71,115,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_19,bqskit_bv_all_ones_19_1e-08_ScanPartitioner3_QSearch,19,2.75566864,18,18,18,18,75,130,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.222222222,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_19,bqskit_bv_all_ones_19_1e-08_ScanPartitioner3_LEAP,19,2.878078938,18,18,18,18,75,130,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.222222222,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_19,bqskit_bv_all_ones_19_OptimizationLevel3,19,0.05776286125,18,18,19,18,75,121,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_20,bqskit_bv_all_ones_20_1e-08_ScanPartitioner3_QSearch,20,2.768085718,19,19,19,19,79,137,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, XGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.9,12.4,1.9,1.9,,FALSE,BQSkit
bqskit_bv_all_ones_20,bqskit_bv_all_ones_20_1e-08_ScanPartitioner3_LEAP,20,2.702685356,19,19,19,19,79,137,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, XGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.9,12.4,1.9,1.9,,FALSE,BQSkit
bqskit_bv_all_ones_20,bqskit_bv_all_ones_20_OptimizationLevel3,20,0.06658172607,19,19,20,19,79,127,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_21,bqskit_bv_all_ones_21_1e-08_ScanPartitioner3_QSearch,21,2.936767817,20,20,20,20,83,144,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.2,14,2,2.2,,FALSE,BQSkit
bqskit_bv_all_ones_21,bqskit_bv_all_ones_21_1e-08_ScanPartitioner3_LEAP,21,2.813056946,20,20,20,20,83,144,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.2,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_21,bqskit_bv_all_ones_21_OptimizationLevel3,21,0.06368017197,20,20,21,20,83,133,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_22,bqskit_bv_all_ones_22_1e-08_ScanPartitioner3_QSearch,22,2.8987813,21,21,21,21,87,151,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.909090909,12.45454545,1.909090909,1.909090909,,FALSE,BQSkit
bqskit_bv_all_ones_22,bqskit_bv_all_ones_22_1e-08_ScanPartitioner3_LEAP,22,1.340656281,21,21,21,21,87,151,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.909090909,12.45454545,1.909090909,1.909090909,,FALSE,BQSkit
bqskit_bv_all_ones_22,bqskit_bv_all_ones_22_OptimizationLevel3,22,0.06698346138,21,21,22,21,87,139,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_23,bqskit_bv_all_ones_23_1e-08_ScanPartitioner3_QSearch,23,2.931747913,22,22,22,22,91,158,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.181818182,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_23,bqskit_bv_all_ones_23_1e-08_ScanPartitioner3_LEAP,23,2.889723539,22,22,22,22,91,158,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.181818182,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_23,bqskit_bv_all_ones_23_OptimizationLevel3,23,0.07120060921,22,22,23,22,91,145,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_24,bqskit_bv_all_ones_24_1e-08_ScanPartitioner3_QSearch,24,2.81468153,23,23,23,23,95,165,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.916666667,12.91666667,1.916666667,2,,FALSE,BQSkit
bqskit_bv_all_ones_24,bqskit_bv_all_ones_24_1e-08_ScanPartitioner3_LEAP,24,2.92783165,23,23,23,23,95,165,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.916666667,12.91666667,1.916666667,2,,FALSE,BQSkit
bqskit_bv_all_ones_24,bqskit_bv_all_ones_24_OptimizationLevel3,24,0.08173942566,23,23,24,23,95,151,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_25,bqskit_bv_all_ones_25_1e-08_ScanPartitioner3_QSearch,25,3.141211748,24,24,24,24,99,172,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.166666667,13.41666667,2,2.083333333,,FALSE,BQSkit
bqskit_bv_all_ones_25,bqskit_bv_all_ones_25_1e-08_ScanPartitioner3_LEAP,25,2.816794634,24,24,24,24,99,172,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.166666667,13,2,2,,FALSE,BQSkit
bqskit_bv_all_ones_25,bqskit_bv_all_ones_25_OptimizationLevel3,25,0.0735449791,24,24,25,24,99,157,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_26,bqskit_bv_all_ones_26_1e-08_ScanPartitioner3_QSearch,26,3.027674675,25,25,25,25,103,179,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.923076923,12.53846154,1.923076923,1.923076923,,FALSE,BQSkit
bqskit_bv_all_ones_26,bqskit_bv_all_ones_26_1e-08_ScanPartitioner3_LEAP,26,2.62227273,25,25,25,25,103,179,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.923076923,12.92307692,1.923076923,2,,FALSE,BQSkit
bqskit_bv_all_ones_26,bqskit_bv_all_ones_26_OptimizationLevel3,26,0.1378695965,25,25,26,25,103,163,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_27,bqskit_bv_all_ones_27_1e-08_ScanPartitioner3_QSearch,27,2.721411228,26,26,26,26,107,186,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.153846154,13.38461538,2,2.076923077,,FALSE,BQSkit
bqskit_bv_all_ones_27,bqskit_bv_all_ones_27_1e-08_ScanPartitioner3_LEAP,27,2.731605291,26,26,26,26,107,186,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.153846154,13.38461538,2,2.076923077,,FALSE,BQSkit
bqskit_bv_all_ones_27,bqskit_bv_all_ones_27_OptimizationLevel3,27,0.08074450493,26,26,27,26,107,169,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_bv_all_ones_28,bqskit_bv_all_ones_28_1e-08_ScanPartitioner3_QSearch,28,1.501845121,27,27,27,27,111,193,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.928571429,12.57142857,1.928571429,1.928571429,,FALSE,BQSkit
bqskit_bv_all_ones_28,bqskit_bv_all_ones_28_1e-08_ScanPartitioner3_LEAP,28,2.94386673,27,27,27,27,111,193,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.928571429,12.57142857,1.928571429,1.928571429,,FALSE,BQSkit
bqskit_bv_all_ones_28,bqskit_bv_all_ones_28_OptimizationLevel3,28,0.0833632946,27,27,28,27,111,175,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
