Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimization,Two-Qubit Gate Depth After Optimization,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
bqskit_clifford_optimized_8_35700,bqskit_clifford_optimized_8_35700_1e-08_ScanPartitioner3_LEAP,8,3.19491148,39,36,27,25,83,235,"HGate, ZGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.928571429,16.35714286,2.5,2.714285714,,FALSE,BQSkit
bqskit_clifford_optimized_8_35700,bqskit_clifford_optimized_8_35700_OptimizationLevel3,8,0.02708148956,39,28,27,19,83,133,"cx, h, s, y, swap, z, x","rz, sx, cx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_clifford_optimized_8_43629,bqskit_clifford_optimized_8_43629_1e-08_ScanPartitioner3_QSearch,8,3.875462294,36,31,28,24,82,261,"HGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.833333333,17.58333333,2.666666667,2.916666667,,FALSE,BQSkit
bqskit_clifford_optimized_8_43629,bqskit_clifford_optimized_8_43629_1e-08_ScanPartitioner3_LEAP,8,3.652738094,36,31,28,24,82,261,"HGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.833333333,17.16666667,2.666666667,2.833333333,,FALSE,BQSkit
bqskit_clifford_optimized_8_43629,bqskit_clifford_optimized_8_43629_OptimizationLevel3,8,0.02480483055,36,27,28,20,82,113,"cx, h, s, x, y, swap","rz, sx, cx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_clifford_optimized_9_27421,bqskit_clifford_optimized_9_27421_1e-08_ScanPartitioner3_QSearch,9,3.276591301,47,43,37,33,104,237,"HGate, ZGate, CNOTGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.117647059,15.76470588,2.529411765,2.588235294,,FALSE,BQSkit
bqskit_clifford_optimized_9_27421,bqskit_clifford_optimized_9_27421_1e-08_ScanPartitioner3_LEAP,9,3.542464733,47,44,37,35,104,254,"HGate, ZGate, CNOTGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.117647059,17.52941176,2.529411765,2.941176471,,FALSE,BQSkit
bqskit_clifford_optimized_9_27421,bqskit_clifford_optimized_9_27421_OptimizationLevel3,9,0.02906727791,47,39,37,29,104,151,"cx, h, s, y, swap, z","rz, cx, sx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_clifford_optimized_9_38817,bqskit_clifford_optimized_9_38817_1e-08_ScanPartitioner3_QSearch,9,3.231355667,44,41,34,32,88,272,"HGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.5,15.8125,2.625,2.5625,,FALSE,BQSkit
bqskit_clifford_optimized_9_38817,bqskit_clifford_optimized_9_38817_1e-08_ScanPartitioner3_LEAP,9,3.288871765,44,41,34,31,88,272,"HGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.5,15.8125,2.625,2.5625,,FALSE,BQSkit
bqskit_clifford_optimized_9_38817,bqskit_clifford_optimized_9_38817_OptimizationLevel3,9,0.02642560005,44,36,34,26,88,148,"cx, h, s, x, y, swap","rz, sx, cx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_clifford_optimized_9_43361,bqskit_clifford_optimized_9_43361_1e-08_ScanPartitioner3_QSearch,9,3.794209003,46,43,33,32,88,249,"HGate, ZGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.5,16.3125,2.5,2.6875,,FALSE,BQSkit
bqskit_clifford_optimized_9_43361,bqskit_clifford_optimized_9_43361_1e-08_ScanPartitioner3_LEAP,9,3.864367485,46,44,33,32,88,209,"HGate, ZGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.5,16,2.5,2.625,,FALSE,BQSkit
bqskit_clifford_optimized_9_43361,bqskit_clifford_optimized_9_43361_OptimizationLevel3,9,0.02438282967,46,33,33,24,88,140,"cx, h, s, swap, y, x, z","rz, sx, cx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_clifford_optimized_9_78201,bqskit_clifford_optimized_9_78201_1e-08_ScanPartitioner3_QSearch,9,4.114170074,43,42,34,33,86,174,"HGate, ZGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.375,16.75,2.3125,2.75,,FALSE,BQSkit
bqskit_clifford_optimized_9_78201,bqskit_clifford_optimized_9_78201_1e-08_ScanPartitioner3_LEAP,9,4.629577637,43,42,34,33,86,174,"HGate, ZGate, CNOTGate, XGate, YGate, SGate, SwapGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.375,17.375,2.3125,2.875,,FALSE,BQSkit
bqskit_clifford_optimized_9_78201,bqskit_clifford_optimized_9_78201_OptimizationLevel3,9,0.02196741104,43,33,34,24,86,116,"cx, h, s, x, swap, z, y","rz, cx, sx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_clifford_optimized_9_87245,bqskit_clifford_optimized_9_87245_1e-08_ScanPartitioner3_QSearch,9,4.381417513,41,38,30,27,95,271,"HGate, ZGate, CNOTGate, XGate, YGate, SGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.277777778,14.05555556,2.277777778,2.222222222,,FALSE,BQSkit
bqskit_clifford_optimized_9_87245,bqskit_clifford_optimized_9_87245_1e-08_ScanPartitioner3_LEAP,9,3.148035288,41,40,30,29,95,200,"HGate, ZGate, CNOTGate, XGate, YGate, SGate","SqrtXGate, RZGate, XGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.277777778,15.44444444,2.277777778,2.5,,FALSE,BQSkit
bqskit_clifford_optimized_9_87245,bqskit_clifford_optimized_9_87245_OptimizationLevel3,9,0.02306270599,41,38,30,27,95,140,"cx, h, s, y, z, x","rz, cx, sx, x",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_10_2.3596_23596,bqskit_dtc_10_2.3596_23596_1e-08_ScanPartitioner3_QSearch,10,3.271094799,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.8,21,1.8,3.6,,FALSE,BQSkit
bqskit_dtc_10_2.3596_23596,bqskit_dtc_10_2.3596_23596_1e-08_ScanPartitioner3_LEAP,10,3.185621262,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.8,22,1.8,3.8,,FALSE,BQSkit
bqskit_dtc_10_2.3596_23596,bqskit_dtc_10_2.3596_23596_OptimizationLevel3,10,0.01824212074,18,18,4,4,29,86,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_10_4.7366_47366,bqskit_dtc_10_4.7366_47366_1e-08_ScanPartitioner3_QSearch,10,3.976615191,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.8,21,1.8,3.6,,FALSE,BQSkit
bqskit_dtc_10_4.7366_47366,bqskit_dtc_10_4.7366_47366_1e-08_ScanPartitioner3_LEAP,10,3.66734767,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.8,22,1.8,3.8,,FALSE,BQSkit
bqskit_dtc_10_4.7366_47366,bqskit_dtc_10_4.7366_47366_OptimizationLevel3,10,0.02146172523,18,18,4,4,29,86,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_10_4.821_48210,bqskit_dtc_10_4.821_48210_1e-08_ScanPartitioner3_QSearch,10,3.254021883,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.8,21,1.8,3.6,,FALSE,BQSkit
bqskit_dtc_10_4.821_48210,bqskit_dtc_10_4.821_48210_1e-08_ScanPartitioner3_LEAP,10,3.588114023,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.8,22,1.8,3.8,,FALSE,BQSkit
bqskit_dtc_10_4.821_48210,bqskit_dtc_10_4.821_48210_OptimizationLevel3,10,0.01600527763,18,18,4,4,29,86,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_10_8.3058_83058,bqskit_dtc_10_8.3058_83058_1e-08_ScanPartitioner3_QSearch,10,3.803518295,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.8,21,1.8,3.6,,FALSE,BQSkit
bqskit_dtc_10_8.3058_83058,bqskit_dtc_10_8.3058_83058_1e-08_ScanPartitioner3_LEAP,10,2.902733088,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.8,23,1.8,4,,FALSE,BQSkit
bqskit_dtc_10_8.3058_83058,bqskit_dtc_10_8.3058_83058_OptimizationLevel3,10,0.01681923866,18,18,4,4,29,86,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_10_8.4266_84266,bqskit_dtc_10_8.4266_84266_1e-08_ScanPartitioner3_QSearch,10,3.733603477,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.8,21,1.8,3.6,,FALSE,BQSkit
bqskit_dtc_10_8.4266_84266,bqskit_dtc_10_8.4266_84266_1e-08_ScanPartitioner3_LEAP,10,3.035344601,18,18,4,4,29,87,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.8,22,1.8,3.8,,FALSE,BQSkit
bqskit_dtc_10_8.4266_84266,bqskit_dtc_10_8.4266_84266_OptimizationLevel3,10,0.01526284218,18,18,4,4,29,86,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_11_1.2217_12217,bqskit_dtc_11_1.2217_12217_1e-08_ScanPartitioner3_QSearch,11,3.386098862,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
bqskit_dtc_11_1.2217_12217,bqskit_dtc_11_1.2217_12217_1e-08_ScanPartitioner3_LEAP,11,2.69428134,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.4,25,2,4.4,,FALSE,BQSkit
bqskit_dtc_11_1.2217_12217,bqskit_dtc_11_1.2217_12217_OptimizationLevel3,11,0.01618266106,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_11_3.5551_35551,bqskit_dtc_11_3.5551_35551_1e-08_ScanPartitioner3_QSearch,11,3.43229723,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
bqskit_dtc_11_3.5551_35551,bqskit_dtc_11_3.5551_35551_1e-08_ScanPartitioner3_LEAP,11,3.635953188,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
bqskit_dtc_11_3.5551_35551,bqskit_dtc_11_3.5551_35551_OptimizationLevel3,11,0.01834917068,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_11_5.899_58990,bqskit_dtc_11_5.899_58990_1e-08_ScanPartitioner3_QSearch,11,3.313843012,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
bqskit_dtc_11_5.899_58990,bqskit_dtc_11_5.899_58990_1e-08_ScanPartitioner3_LEAP,11,3.098906755,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.4,24,2,4.2,,FALSE,BQSkit
bqskit_dtc_11_5.899_58990,bqskit_dtc_11_5.899_58990_OptimizationLevel3,11,0.01851677895,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_11_6.0456_60456,bqskit_dtc_11_6.0456_60456_1e-08_ScanPartitioner3_QSearch,11,3.199786425,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
bqskit_dtc_11_6.0456_60456,bqskit_dtc_11_6.0456_60456_1e-08_ScanPartitioner3_LEAP,11,3.767064095,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.4,24,2,4.2,,FALSE,BQSkit
bqskit_dtc_11_6.0456_60456,bqskit_dtc_11_6.0456_60456_OptimizationLevel3,11,0.01640677452,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_11_7.4095_74095,bqskit_dtc_11_7.4095_74095_1e-08_ScanPartitioner3_QSearch,11,3.640347719,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.4,23,2,4,,FALSE,BQSkit
bqskit_dtc_11_7.4095_74095,bqskit_dtc_11_7.4095_74095_1e-08_ScanPartitioner3_LEAP,11,3.805448532,20,20,4,4,32,96,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.4,25,2,4.4,,FALSE,BQSkit
bqskit_dtc_11_7.4095_74095,bqskit_dtc_11_7.4095_74095_OptimizationLevel3,11,0.0180747509,20,20,4,4,32,95,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_12_1.2036_12036,bqskit_dtc_12_1.2036_12036_1e-08_ScanPartitioner3_QSearch,12,3.51105094,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.833333333,21.33333333,1.833333333,3.666666667,,FALSE,BQSkit
bqskit_dtc_12_1.2036_12036,bqskit_dtc_12_1.2036_12036_1e-08_ScanPartitioner3_LEAP,12,3.406982422,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.833333333,23,1.833333333,4,,FALSE,BQSkit
bqskit_dtc_12_1.2036_12036,bqskit_dtc_12_1.2036_12036_OptimizationLevel3,12,0.01731514931,22,22,4,4,35,104,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_12_1.294_12940,bqskit_dtc_12_1.294_12940_1e-08_ScanPartitioner3_QSearch,12,3.272827387,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.833333333,21.33333333,1.833333333,3.666666667,,FALSE,BQSkit
bqskit_dtc_12_1.294_12940,bqskit_dtc_12_1.294_12940_1e-08_ScanPartitioner3_LEAP,12,3.069467068,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.833333333,23.83333333,1.833333333,4.166666667,,FALSE,BQSkit
bqskit_dtc_12_1.294_12940,bqskit_dtc_12_1.294_12940_OptimizationLevel3,12,0.01806664467,22,22,4,4,35,104,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_12_3.6901_36901,bqskit_dtc_12_3.6901_36901_1e-08_ScanPartitioner3_QSearch,12,3.33351922,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.833333333,21.33333333,1.833333333,3.666666667,,FALSE,BQSkit
bqskit_dtc_12_3.6901_36901,bqskit_dtc_12_3.6901_36901_1e-08_ScanPartitioner3_LEAP,12,3.643108606,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.833333333,21.33333333,1.833333333,3.666666667,,FALSE,BQSkit
bqskit_dtc_12_3.6901_36901,bqskit_dtc_12_3.6901_36901_OptimizationLevel3,12,0.0176525116,22,22,4,4,35,104,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_12_7.6456_76456,bqskit_dtc_12_7.6456_76456_1e-08_ScanPartitioner3_QSearch,12,3.624277115,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.833333333,21.33333333,1.833333333,3.666666667,,FALSE,BQSkit
bqskit_dtc_12_7.6456_76456,bqskit_dtc_12_7.6456_76456_1e-08_ScanPartitioner3_LEAP,12,9.065123558,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.833333333,23,1.833333333,4,,FALSE,BQSkit
bqskit_dtc_12_7.6456_76456,bqskit_dtc_12_7.6456_76456_OptimizationLevel3,12,0.01709270477,22,22,4,4,35,104,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_12_9.539_95390,bqskit_dtc_12_9.539_95390_1e-08_ScanPartitioner3_QSearch,12,3.728369951,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.833333333,21.33333333,1.833333333,3.666666667,,FALSE,BQSkit
bqskit_dtc_12_9.539_95390,bqskit_dtc_12_9.539_95390_1e-08_ScanPartitioner3_LEAP,12,2.919554472,22,22,4,4,35,105,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.833333333,23.83333333,1.833333333,4.166666667,,FALSE,BQSkit
bqskit_dtc_12_9.539_95390,bqskit_dtc_12_9.539_95390_OptimizationLevel3,12,0.0172495842,22,22,4,4,35,104,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_13_2.5568_25568,bqskit_dtc_13_2.5568_25568_1e-08_ScanPartitioner3_QSearch,13,3.272844791,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.333333333,23,2,4,,FALSE,BQSkit
bqskit_dtc_13_2.5568_25568,bqskit_dtc_13_2.5568_25568_1e-08_ScanPartitioner3_LEAP,13,3.556273699,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.333333333,23,2,4,,FALSE,BQSkit
bqskit_dtc_13_2.5568_25568,bqskit_dtc_13_2.5568_25568_OptimizationLevel3,13,0.01909971237,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_13_3.3453_33453,bqskit_dtc_13_3.3453_33453_1e-08_ScanPartitioner3_QSearch,13,3.994607687,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.333333333,23,2,4,,FALSE,BQSkit
bqskit_dtc_13_3.3453_33453,bqskit_dtc_13_3.3453_33453_1e-08_ScanPartitioner3_LEAP,13,3.681146622,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.333333333,24.66666667,2,4.333333333,,FALSE,BQSkit
bqskit_dtc_13_3.3453_33453,bqskit_dtc_13_3.3453_33453_OptimizationLevel3,13,0.01875567436,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_13_3.401_34010,bqskit_dtc_13_3.401_34010_1e-08_ScanPartitioner3_QSearch,13,4.101455212,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.333333333,23,2,4,,FALSE,BQSkit
bqskit_dtc_13_3.401_34010,bqskit_dtc_13_3.401_34010_1e-08_ScanPartitioner3_LEAP,13,3.7111485,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.333333333,24.66666667,2,4.333333333,,FALSE,BQSkit
bqskit_dtc_13_3.401_34010,bqskit_dtc_13_3.401_34010_OptimizationLevel3,13,0.01802229881,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_13_7.082_70820,bqskit_dtc_13_7.082_70820_1e-08_ScanPartitioner3_QSearch,13,4.685432911,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.333333333,23,2,4,,FALSE,BQSkit
bqskit_dtc_13_7.082_70820,bqskit_dtc_13_7.082_70820_1e-08_ScanPartitioner3_LEAP,13,4.408190489,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.333333333,23.83333333,2,4.166666667,,FALSE,BQSkit
bqskit_dtc_13_7.082_70820,bqskit_dtc_13_7.082_70820_OptimizationLevel3,13,0.018034935,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_13_7.2314_72314,bqskit_dtc_13_7.2314_72314_1e-08_ScanPartitioner3_QSearch,13,3.518402338,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,6.333333333,23,2,4,,FALSE,BQSkit
bqskit_dtc_13_7.2314_72314,bqskit_dtc_13_7.2314_72314_1e-08_ScanPartitioner3_LEAP,13,3.659202099,24,24,4,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,6.333333333,24.66666667,2,4.333333333,,FALSE,BQSkit
bqskit_dtc_13_7.2314_72314,bqskit_dtc_13_7.2314_72314_OptimizationLevel3,13,0.01827979088,24,24,4,4,38,113,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_14_3.0416_30416,bqskit_dtc_14_3.0416_30416_1e-08_ScanPartitioner3_QSearch,14,3.645101786,26,26,4,4,41,123,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.857142857,21.57142857,1.857142857,3.714285714,,FALSE,BQSkit
bqskit_dtc_14_3.0416_30416,bqskit_dtc_14_3.0416_30416_1e-08_ScanPartitioner3_LEAP,14,3.156518936,26,26,4,4,41,123,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.857142857,23,1.857142857,4,,FALSE,BQSkit
bqskit_dtc_14_3.0416_30416,bqskit_dtc_14_3.0416_30416_OptimizationLevel3,14,0.01977586746,26,26,4,4,41,122,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3,FALSE,Qiskit
bqskit_dtc_14_4.665_46650,bqskit_dtc_14_4.665_46650_1e-08_ScanPartitioner3_QSearch,14,3.448693991,26,26,4,4,41,123,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,0.00000001,less-than-multi,3,2^3,5.857142857,21.57142857,1.857142857,3.714285714,,FALSE,BQSkit
bqskit_dtc_14_4.665_46650,bqskit_dtc_14_4.665_46650_1e-08_ScanPartitioner3_LEAP,14,3.043250084,26,26,4,4,41,123,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,0.00000001,less-than-multi,3,2^3,5.857142857,23,1.857142857,4,,FALSE,BQSkit
